latitude;longitude;altitude;geometry;categoria;localidad;direccion;cod_locali;grupo_sac;sac;codigo_sac;gestor;cord_x;cord_y
457.829.927.700.004;-74.108.958.221;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 28 SUR No. 14 - 51;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;965.126.065.872;980.165.824.272
455.484.309.500.002;-74.117.199.337;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 5 U No. 49 - 0 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;955.978.576.781;954.216.868.479
417.134.988.900.006;-74.145.640.048;;Point;Vertimientos aguas residuales domesticas;SUMAPAZ;SIN DATO;20;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH003;Andrey Ardila;924.405.761.473;529.977.163.528
453.749.390.000.007;-74.104.715.652;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 3 A BIS ESTE No. 60 - 0 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;969.838.407.658;935.024.921.464
458.317.555.300.005;-741.235.278.569.999;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 41 SUR No. 26 - 90;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;94.895.198.861;985.559.548.983
454.136.869.300.004;-74.110.272.413;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 52 SUR No. 1 B - 50 ESTE;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;963.669.226.271;939.311.096.063
458.196.107.500.004;-74.110.964.362;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 21 B No. 28 B - 12 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;962.898.825.994;984.216.596.385
457.293.869.900.008;-74.105.635.873;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 31 A SUR No. 12 D - 0;18;Participación y educación ambiental;Reconocimiento territorial;PE002;DEISY SUAREZ;968.814.576.676;97.423.585.471
458.651.427.300.003;-7.412.236.876;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 39 SUR No. 28 A - 12;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;950.238.580.192;989.253.069.927
456.040.410.300.005;-74.122.815.005;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 50 B No. 11 A - 42 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;949.744.160.669;960.368.532.535
453.577.218.500.004;-74.093.333.677;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;DG 54 C SUR No. 3 F - 48;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;982.474.511.428;933.121.095.742
457.368.605.600.004;-74.117.260.804;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 36 SUR No. 13 F - 85;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;955.909.490.328;975.061.991.725
454.133.083.800.002;-7.411.029.281;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 52 SUR No. 1 B - 50;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;963.646.584.488;939.269.217.063
457.908.600.100.006;-74.122.706.689;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 41 B SUR No. 23 C - 74;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;949.863.719.213;981.035.487.618
400.241.125.000.002;-74.343.197.296;;Point;Tenencia inadecuada de animales de compañía;SUMAPAZ;SIN DATO;20;Fauna;Fauna doméstica y animales de compañía;FD001;Andrey Ardila;704.930.903.693;343.116.425.714
458.485.046.900.006;-74.113.009.749;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 24 B No. 29 - 2;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;960.628.082.958;987.412.895.676
457.740.038.100.008;-74.100.870.473;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 12 B No. 24 - 0 SUR;18;Participación y educación ambiental;Reconocimiento territorial;PE002;DEISY SUAREZ;974.104.422.594;97.917.193.649
458.204.501.400.007;-74.111.069.876;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 21 B No. 28 B - 12 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;962.781.690.361;984.309.447.629
458.503.045.700.007;-74.107.201.818;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;AV CARACAS No. 23 - 24 SUR;18;Participación y educación ambiental;Reconocimiento territorial;PE002;DEISY SUAREZ;967.075.458.527;987.612.336.768
457.231.350.400.002;-741.127.229.369.999;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 13 N No. 32 F - 16 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;960.947.126.961;973.543.820.021
454.651.619.700.007;-74.115.347.605;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;TV 5 C No. 51 A - 30 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;958.034.669.343;945.005.283.243
454.757.032.600.003;-74.113.619.249;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 5 A SUR No. 5 C - 40;18;Participación y educación ambiental;Reconocimiento territorial;PE002;DEISY SUAREZ;95.995.336.627;946.171.504.124
455.543.231.500.008;-74.110.692.047;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 5 F No. 48 V - 0;18;Participación y educación ambiental;Reconocimiento territorial;PE002;DEISY SUAREZ;963.202.589.261;954.869.022.836
457.293.869.900.008;-74.105.635.873;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 31 A SUR No. 12 D - 0;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;968.814.576.676;97.423.585.471
455.080.258.300.006;-74.112.167.806;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 10 No. 27 - 0;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;961.564.526.755;94.974.727.947
456.526.819.100.003;-74.123.582.034;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 13 A No. 49 C - 24;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;948.892.481.028;965.749.427.987
458.503.045.700.007;-74.107.201.818;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;AV CARACAS No. 23 - 24 SUR;18;Participación y educación ambiental;Reconocimiento territorial;PE002;DEISY SUAREZ;967.075.458.527;987.612.336.768
455.459.662.500.005;-74.110.389.126;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 5 D No. 48 M - 15;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;963.538.921.938;953.944.554.087
457.887.312.800.006;-74.125.382.376;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 24 No. 44 - 5 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;946.893.422.648;980.799.902.046
458.018.217.600.005;-74.119.178.605;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 37 SUR No. 23 - 51;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;953.780.231.835;982.248.277.805
455.459.662.500.005;-74.110.389.126;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 5 D No. 48 M - 15 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;963.538.921.938;953.944.554.087
458.503.045.700.007;-74.107.201.818;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;AV CARACAS No. 23 - 24 SUR;18;Participación y educación ambiental;Reconocimiento territorial;PE002;DEISY SUAREZ;967.075.458.527;987.612.336.768
455.555.064.900.005;-741.146.942.199.999;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CL 48 X SUR No. 5 P - 18;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;958.759.588.843;95.499.972.193
457.113.609.800.007;-74.104.457.048;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;CR 12 BIS No. 31 - 45 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;970.123.330.095;972.241.793.572
455.742.250.500.003;-74.114.333.228;;Point;Necesidad de procesos de educación ambiental comunitaria;RAFAEL URIBE URIBE;TV 5 P No. 48 K - 19 SUR;18;Participación y educación ambiental;Educación ambiental;PE002;DEISY SUAREZ;959.160.249.433;957.070.489.979
456.344;-7.413.988;;Point;Vertimientos ilegales industriales;CIUDAD BOLÍVAR;Cra. 19 bis a # 59a18 Sur;19;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH004;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;930.799.633.228;963.726.608.264
455.668;-7.416.792;;Point;Invasión de áreas protegidas;CIUDAD BOLÍVAR;PDEM Cerro Seco;19;Ordenamiento ambiental de territorio;Usos del suelo;OU002;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;899.671.279.688;956.248.639.498
453.948;-7.413.555;;Point;Necesidad de procesos de participación ciudadana en el territorio;CIUDAD BOLÍVAR;Cra. 15 # 76a 20 sur;19;Participación y educación ambiental;Reconocimiento territorial;PR002;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;935.606.914.883;937.220.802.281
455.668;-7.416.792;;Point;Actividades extractivas;CIUDAD BOLÍVAR;PDEM Cerro Seco;19;Minería SAC;Minería;MM001;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;899.671.279.688;956.248.639.498
458.011.857.900.004;-74.178.320.304;;Point;Expansión urbana y asentamientos ilegales;CIUDAD BOLÍVAR;Dg. 67a Sur #76a39;19;Ordenamiento ambiental de territorio;Usos del suelo;OU001;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;888.126.593.061;982.178.120.759
458.965;-741.769;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;CIUDAD BOLÍVAR;Cll. 62 d sur #75h25;19;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;889.703.728.719;992.722.243.858
455.668;-7.416.792;;Point;Actividades extractivas;CIUDAD BOLÍVAR;PDEM Cerro Seco;19;Minería SAC;Minería;MM001;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;899.671.279.688;956.248.639.498
458.732;-7.416.041;;Point;Ruido por tráfico vehicular;CIUDAD BOLÍVAR;Cll. 65 a sur #70a48;19;Contaminación;Contaminación por ruido;CR004;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;908.009.109.099;990.144.103.414
453.128;-7.416.798;;Point;Expansión urbana y asentamientos ilegales;CIUDAD BOLÍVAR;Quiba;19;Ordenamiento ambiental de territorio;Usos del suelo;OU001;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;899.603.840.075;928.149.773.706
456.529;-7.417.127;;Point;Quemas ilegales;CIUDAD BOLÍVAR;PDEM Cerro Seco;19;Contaminación;Contaminación del aire;CA005;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;895.952.625.031;965.773.615.247
453.426;-7.413.877;;Point;Emisión de gases por fuentes fijas;CIUDAD BOLÍVAR;Cll. 80 c bis sur # 16c10;19;Contaminación;Contaminación del aire;CA001;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;932.032.230.454;931.446.107.988
457.659;-7.415.109;;Point;Afectación por presencia de antenas de alta tensión;;;;;;;;;
;CIUDAD BOLÍVAR;Cll. C sur # 45 a 15;19;Contaminación;Contaminación electromagnética;CE001;MIGUEL ÁNGEL SÁNCHEZ BAUTISTA;918.355.132.342;978.273.847.158;;;;
4.743.193;-74.019.097;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;calle 167 con carrera 3;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;106.484.905.587;116.259.277.823
4.765.543;-74.027.909;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;calle 189 con carrera 7;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;105.506.477.688;118.731.603.026
4.739.228;-74.019.153;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;calle 164 a con carrera 3;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;106.478.771.044;115.820.643.223
4.762.539;-74.022.106;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;calle 186 con carrera 1;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;106.150.565.177;118.399.394.844
4.731.646;-74.015.687;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;calle 162 con carrera 3 este;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;10.686.360.695;114.981.945.956
4.783.127;-74.040.652;;Point;Desbordamientos de canales y quebradas;Usaquen;carrera 45 con calle 202;1;Gestión de riesgos;Inundaciones;GIN003;Hader Reyes;104.091.937.406;120.676.626.751
4.758.097;-74.023.774;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;calle 181 con carrera 5;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;105.965.534.094;117.907.959.266
476.796.975.300.005;-740.255.459.909.999;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;calle 191 con carrera 5;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;105.768.681.557;119.000.111.524
47.844;-74.031.375;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;carrera 9 con calle 207;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;105.121.465.555;120.817.619.882
479.118;-74.032.409;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;carrera 9 con calle 215;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;105.006.588.752;121.567.647.989
47.953;-74.032.995;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;carrera 9 con calle 221;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;104.941.480.328;12.202.341.819
4.732.503;-74.018.873;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;carrera 1 con calle 160b;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;106.509.984.059;115.076.686.878
4.764.912;-74.025.654;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;calle 188 con carrera 5;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;105.756.753.924;118.661.841.248
4.720.028;-74.026.937;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;carrera 7 con calle 145;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;105.615.221.443;11.369.646.482
4.743.715;-7.402.096;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;Usaquen;calle 167 con carrera 5a;1;Gestión de riesgos;Movimiento en masa;GM002;Hader Reyes;106.278.129.277;116.316.987.007
4.752.954;-74.024.306;;Point;Anegamiento por reflujo de aguas lluvias;Usaquen;carrera 7 con calle 174;1;Gestión de riesgos;Inundaciones;GIN001;Hader Reyes;105.906.591.798;117.338.997.375
4.737.546;-7.402.283;;Point;Anegamiento por reflujo de aguas lluvias;Usaquen;carrera 7 con calle 163;1;Gestión de riesgos;Inundaciones;GIN001;Hader Reyes;10.607.070.854;115.634.495.839
4.772.132;-74.035.529;;Point;Anegamiento por reflujo de aguas lluvias;Usaquen;calle 193 con carrera 15;1;Gestión de riesgos;Inundaciones;GIN001;Hader Reyes;104.660.678.928;119.460.379.303
4.769.656;-74.031.812;;Point;Anegamiento por reflujo de aguas lluvias;Usaquen;calle 192 con carrera 11;1;Gestión de riesgos;Inundaciones;GIN001;Hader Reyes;105.073.239.947;119.186.536.001
4.689.833;-7.403.941;;Point;Desbordamientos de canales y quebradas;Usaquen;calle109 con carrera 9;1;Gestión de riesgos;Inundaciones;GIN003;Hader Reyes;104.231.367.471;110.355.882.729
4.796.312;-74.031.476;;Point;Desbordamientos de canales y quebradas;Usaquen;carrera 7 con calle 222;1;Gestión de riesgos;Inundaciones;GIN003;Hader Reyes;105.110.035.596;122.135.400.304
4.761.304;-74.031.394;;Point;Anegamiento por reflujo de aguas lluvias;Usaquen;carrera 9 con calle 185;1;Gestión de riesgos;Inundaciones;GIN001;Hader Reyes;105.119.784.393;118.262.592.278
4.795.924;-7.403.875;;Point;Anegamiento por reflujo de aguas lluvias;Usaquen;carrera 45 con calle 220;1;Gestión de riesgos;Inundaciones;GIN001;Hader Reyes;10.430.279.687;122.092.345.918
4.686.701;-74.034.714;;Point;Desbordamientos de canales y quebradas;Usaquen;carrera 7 con calle 108;1;Gestión de riesgos;Inundaciones;GIN003;Hader Reyes;104.752.649.771;110.009.483.207
4.740.971;-74.012.714;;Point;Zonas con riesgo de incendio forestal;Usaquen;cerros orientales;1;Gestión de riesgos;Incendios;GI001;Hader Reyes;107.193.373.127;11.601.359.963
4.757.935;-74.020.502;;Point;Zonas con riesgo de incendio forestal;Usaquen;cerros orientales;1;Gestión de riesgos;Incendios;GI001;Hader Reyes;106.328.673.836;117.890.103.218
4.731.162;-74.012.938;;Point;Zonas con riesgo de incendio forestal;Usaquen;cerros orientales;1;Gestión de riesgos;Incendios;GI001;Hader Reyes;107.168.721.305;114.928.460.912
4.738.876;-74.018.411;;Point;Expansión urbana y asentamientos ilegales;Usaquen;carrera 3 con calle 164a;1;Ordenamiento ambiental de territorio;Usos del suelo;OU001;Hader Reyes;106.561.129.897;115.781.717.928
464.740.861.400.003;-74.060.332.665;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;CALLE 62 CARRERA 1 A;;;;;;;
"3""";2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.909.656.869;105.662.323.503;;;;;;
464.614.462.100.008;-74.054.445.957;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Kr 1 A Cll 65;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;10.256.310.214;105.522.575.487
464.688.458.100.005;-74.064.777.324;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Av caracas Cll 60 a bis;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.416.304.584;105.604.293.164
465.034.788.200.006;-740.625.559.759.999;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Calle 64 carrera 11;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.662.829.716;105.987.452.948
467.921.759.100.005;-74.058.613.619;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Calle 92 con autopista norte;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;102.100.032.406;109.181.245.503
464.897.870.200.002;-74.064.620.648;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Caracas con calle 62;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.433.668.894;105.835.959.204
464.821.003.400.004;-740.623.089.379.999;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Calle 62 con carrera 9 a;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.690.279.192;105.750.954.817
464.140.302.100.003;-74.053.688.361;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Tv 4 a bis este # 61 - 53;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;102.647.264.645;104.998.042.659
464.706.574.400.003;-74.053.900.751;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Calle 65 b con carrera 1;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;102.623.606.985;10.562.448.347
463.313.658.900.006;-7.406.623.789;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Carrera 13 con calle 46;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.254.353.615;104.083.391.184
462.878.567.800.004;-74.068.314.061;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Avenida Caracas con;;;;;;;
"calle 40 c""";2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.023.946.245;103.602.042.317;;;;;;
464.783.866.300.007;-74.054.236.908;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Kr 1 Calle 45 B BIS;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;102.586.282.277;105.709.983.429
467.286.586.800.003;-74.022.116.405;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Calle 100 b con carrera;;;;;;;
"4 este""";2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;106.151.182.922;108.479.191.638;;;;;;
466.484.620.200.004;-74.060.670.648;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Calle 77 con Autopista;;;;;;;
"Norte""";2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.871.905.822;107.591.368.234;;;;;;
464.845.581.500.003;-74.060.894.676;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Avenida Calle 57 con;;;;;;;
"Carrera 9""";2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;101.847.259.313;105.778.163.394;;;;;;
468.156.050.900.006;-74.047.770.005;;Point;Disposición inadecuada de residuos sólidos;CHAPINERO;Carrera 13A con Calle 97;2;Contaminación;Manejo inadecuado de residuos sólidos;CR004;Juan Esteban Triana;103.303.587.638;109.440.593.277
464.705.672.700.006;-74.054.446.986;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Cra. 1 Bis B No. 65B - 15;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;102.562.974.848;105.623.478.012
462.749.249.100.006;-74.067.446.434;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Diagonal 40A - 5-43 Este;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;101.120.271.651;103.458.993.081
463.063;-74.057.312;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Transv. 4 No. 45 C;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;102.245.185.868;103.806.216.079
465.713.763.600.007;-74.047.249.033;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Tranversar 2  esteNo. 77-77;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;103.361.794.354;10.673.879.642
464.068.485.100.006;-74.054.718.847;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Diagonal 57 No. 4-16;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;102.532.889.662;104.918.579.562
463.838.124.500.006;-74.058.914.175;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Carrera 1 B No. 54 45;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;102.067.233.507;104.663.682.079
462.978.959.600.002;-74.059.637;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Cra 2 ESTE No. 43 - 30;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;101.987.115.212;10.371.321.362
466.831.265.500.002;-74.043.481.204;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Carrera 4 No, 87 - 84;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;103.779.838.506;10.797.510.406
463.214.277.700.007;-74.059.197.185;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Cra 2 ESTE No. 46 - 14;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;102.035.903.942;103.973.542.294
465.372.273.000.003;-740.518.291.179.999;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;CRA 2 A 72-30;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;10.285.346.059;106.360.949.267
463.220.075.800.007;-74.060.676.962;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Av. Circunvalar - Cll 41;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;101.871.643.835;103.979.936.425
462.708.696.500.005;-74.062.544.304;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Cra 5 No. 39 - 00;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;101.664.430.612;103.414.193.911
467.209.168.800.002;-74.019.407.718;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Calle 102 cra 5C este;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;106.451.853.428;10.839.360.095
466.501.571.300.006;-74.017.741.489;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;Km, 5 vía la Calera Trv 12 con calle 96 y 97;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;106.636.942.547;107.610.846.858
4.583.574;-74.102.291;;Point;Vectores;ANTONIO NARIÑO;Parque central del Restrepo Calle 19b sur # 17-2;15;Fauna;Presencia de vectores;FV001;Liliana Rondón Salazar;972.527.057.336;986.001.440.433
463.921.917.000.005;-740.576.722.769.999;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;TRV 1 ESTE No. 54a-47;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;102.205.074.843;104.756.395.467
462.691.715.200.003;-740.598.420.649.999;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;CALLE 43 No. 3-35;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;101.964.391.197;103.395.444.286
466.906.335.500.005;-740.408.440.049.999;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;CALLE 91 No. 3.89;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;104.072.547.767;108.058.194.433
463.127.287.100.002;-74.057.297.175;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;CALLE 45 D No. 4-06 este;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;102.246.822.501;103.877.334.394
464.316.698.300.007;-74.058.184.818;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;CHAPINERO;AV CIRCUNVALR CALLE 59;2;Gestión de riesgos;Movimiento en masa;GM002;Juan Esteban Triana;102.148.127.451;105.193.118.609
462.654.859.500.003;-74.057.009.104;;Point;Emposamiento y encharcamiento;CHAPINERO;Diagonal 42 este con Carrera 1A;2;Gestión de riesgos;Inundaciones;GIN004;Juan Esteban Triana;102.278.865.193;103.354.711.449
466.657.578.600.007;-74.057.032.814;;Point;Falta obras de mitigación y estabilización;CHAPINERO;CALLE 80 CRA 15 Y 16 A;2;Gestión de riesgos;Infraestructura;GE002;Juan Esteban Triana;102.275.672.582;107.782.755.383
