latitude;longitude;altitude;geometry;categoria;localidad;direccion;cod_locali;grupo_sac;sac;codigo_sac;gestor;cord_x;cord_y
4.564.646;-74.136.916;;Point;Disposición inadecuada de residuos sólidos;TUNJUELITO;calle 59  sur con carrera 19;6;Contaminación;Manejo inadecuado de residuos sólidos;CR004;INGRID FORERO;934.090.049.793;965.060.789.463
4.636.191;-74.204.283;;Point;Disposición inadecuada de residuos especiales y/o peligrosos;BOSA;CL 72 SUR No. 100 A - 71;7;Contaminación;Manejo inadecuado de residuos sólidos;CR003;HADER REYES;859.310.220.302;104.421.043.021
4.611.125;-74.196.795;;Point;Necesidad de procesos de educación ambiental comunitaria;BOSA;CL 73 SUR No. 81 B - 10;7;Participación y educación ambiental;Educación ambiental;PE002;HADER REYES;867.620.098.402;101.648.034.857
4.600.405;-74.187.155;;Point;Necesidad de procesos de educación ambiental comunitaria;BOSA;CL 77 L No. 65 J - 73;7;Participación y educación ambiental;Educación ambiental;PE002;HADER REYES;878.320.400.658;10.046.205.949
4.615.626;-74.202.759;;Point;Falta visibilización y fortalecimiento a iniciativas comunitarias;BOSA;CL 82 A SUR No. 81 B - 26;7;Participación y educación ambiental;Reconocimiento territorial;PR001;HADER REYES;861.000.093.617;102.146.010.641
4.627.034;-74.206.228;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;BOSA;CL 78 SUR No. 94 - 00;7;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;HADER REYES;857.150.378.029;103.408.060.562
4.617.182;-74.184.174;;Point;Necesidad de procesos de educación ambiental comunitaria;BOSA;CL 58 C BIS SUR No. 84 - 20;7;Participación y educación ambiental;Educación ambiental;PE002;HADER REYES;881.630.516.384;102.318.008.416
46.186;-7.420.457;;Point;Disposición inadecuada de residuos sólidos;BOSA;CR 87 J No. 80 - 00 SUR;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;858.990.055.613;1.024.750.277
4.615.084;-74.203.858;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;BOSA;CL 81 SUR No. 81 - 75;7;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;HADER REYES;859.780.097.149;102.086.061.213
4.612.941;-74.208.993;;Point;Disposición inadecuada de residuos sólidos;BOSA;CR 80 K No. 84 C - 14 SUR;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;854.079.762.659;101.849.038.153
4.611.061;-74.206.317;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;BOSA;CL 73 SUR No. 81 B - 10;7;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;HADER REYES;857.050.101.555;101.641.036.328
4.610.927;-74.185.345;;Point;Zonas con riesgo de incendio forestal;BOSA;CR 80 K No. 61 - 28;7;Gestión de riesgos;Incendios;GI001;HADER REYES;880.330.271.004;101.626.051.649
4.611.559;-74.186.174;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 63 SUR No. 81 A - 30;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;879.410.070.084;101.695.972.142
4.600.405;-74.187.155;;Point;Necesidad de procesos de educación ambiental comunitaria;BOSA;CR 77 L No. 65 J - 73;7;Participación y educación ambiental;Educación ambiental;PE002;HADER REYES;878.320.400.658;10.046.205.949
4.626.373;-74.212.291;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;BOSA;CL 85 SUR No. 94 - 75;7;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;HADER REYES;850.420.165.932;103.334.996.301
4.602.485;-7.415.786;;Point;Percepción de olores ofensivos;BOSA;CL 55 A SUR No. 66 - 50;7;Contaminación;Contaminación del aire;CA004;HADER REYES;910.840.119.056;100.692.042.835
4.621.275;-74.212.642;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;BOSA;CL 87 SUR No. 92 - 85;7;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;HADER REYES;850.030.019.029;10.277.102.971
4.639.216;-74.190.708;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;BOSA;CL 58 SUR No. 104 - 50;7;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;HADER REYES;874.378.961.993;104.755.577.792
4.635.169;-74.204.409;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 70 A SUR No. 100 A - 51;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;859.170.265.451;104.307.984.598
4.603.045;-74.176.823;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;BOSA;CR 78 BIS No. 18 I - 52 SUR;7;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;HADER REYES;889.789.832.422;100.754.054.373
4.611.126;-74.185.426;;Point;Necesidad de procesos de participación ciudadana en el territorio;BOSA;CR 80 K No. 61 - 28 SUR;7;Participación y educación ambiental;Reconocimiento territorial;PR002;HADER REYES;880.240.368.138;101.648.066.651
4.631.798;-74.193.526;;Point;Necesidad de procesos de participación ciudadana en el territorio;BOSA;CL 59 SUR No. 92 - 01;7;Participación y educación ambiental;Reconocimiento territorial;PR002;HADER REYES;871.250.393.467;103.934.975.889
4.613.384;-74.207.443;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 83 C BIS SUR No. 80 P - 20;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;855.800.393.285;101.898.030.469
4.619.658;-74.198.895;;Point;Invasión de áreas protegidas;BOSA;CL 73 B BIS SUR No. 86 - 17;7;Ordenamiento ambiental de territorio;Usos del suelo;OU002;HADER REYES;865.289.666.029;102.592.020.909
4.611.513;-74.202.597;;Point;Necesidad de procesos de educación ambiental comunitaria;BOSA;CR 81 No. 75 - 02 SUR;7;Participación y educación ambiental;Educación ambiental;PE002;HADER REYES;861.179.564.461;101.691.005.625
4.621.946;-74.188.391;;Point;Necesidad de procesos de participación ciudadana en el territorio;BOSA;CL 59 C SUR No. 87 - 04;7;Participación y educación ambiental;Reconocimiento territorial;PR002;HADER REYES;876.949.743.904;102.845.055.443
4.634.935;-74.197.364;;Point;Tenencia inadecuada de animales de compañía;BOSA;CL 61 A SUR No. 98 B - 2;7;Fauna;Fauna doméstica y animales de compañía;FD001;HADER REYES;86.699.035.561;10.428.203.828
4.597.449;-7.418.066;;Point;Zonas con riesgo de incendio forestal;BOSA;CR 77 G No. 63 - 35 SUR;7;Gestión de riesgos;Incendios;GI001;HADER REYES;885.530.190.345;100.135.012.422
4.603.054;-74.165.887;;Point;Disposición inadecuada de residuos sólidos;BOSA;AK 56 SUR No. 72 G - 20;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;901.929.581.002;100.755.007.897
463.019;-74.184.707;;Point;Disposición inadecuada de residuos sólidos;BOSA;CR 88 I No. 57 F - 17 SUR;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;881.039.631.266;103.757.031.012
46.505;-74.202.221;;Point;Disposición inadecuada de residuos sólidos;BOSA;CR 81 H No. 75 - 95 SUR;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;861.600.327.723;106.003.969.518
4.602.485;-7.415.786;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;BOSA;CL 55 A SUR No. 66 - 50;7;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;HADER REYES;910.840.119.056;100.692.042.835
461.353;-74.184.877;;Point;Falta visibilización y fortalecimiento a iniciativas comunitarias;BOSA;CR 81 A No. 59 A - 85 SUR;7;Participación y educación ambiental;Reconocimiento territorial;PR001;HADER REYES;880.849.933.811;101.914.007.516
4.610.718;-74.195.597;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 81 B No. 71 - 40 SUR;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;868.949.919.159;101.603.000.941
4.633.471;-74.194.229;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;BOSA;CL 59 SUR No. 92 - 01;7;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;HADER REYES;870.470.168.302;104.120.057.999
4.605.565;-74.204.056;;Point;Disposición inadecuada de residuos sólidos;BOSA;DG 73 G SUR No. 78 G - 10;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;859.559.457.572;101.033.016.794
460.328;-74.165.986;;Point;Necesidad de procesos de educación ambiental comunitaria;BOSA;CL 56 SUR No. 72 G - 20;7;Participación y educación ambiental;Educación ambiental;PE002;HADER REYES;901.819.690.663;10.078.000.959
4.639.216;-74.190.708;;Point;Necesidad de procesos de participación ciudadana en el territorio;BOSA;CL 58 SUR No. 104 A - 50;7;Participación y educación ambiental;Reconocimiento territorial;PR002;HADER REYES;874.378.961.993;104.755.577.792
4.620.707;-74.190.895;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 63 SUR No. 87 A - 77;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;874.170.110.981;102.708.006.996
4.625.452;-74.200.859;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 72 B SUR No. 89 A - 00;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;863.110.023.631;103.233.002.822
4.608.152;-7.418.221;;Point;Necesidad de procesos de educación ambiental comunitaria;BOSA;CL 61 SUR No. 80 H - 01;7;Participación y educación ambiental;Educación ambiental;PE002;HADER REYES;883.810.155.699;101.319.047.232
4.628.282;-74.190.697;;Point;Necesidad de procesos de educación ambiental comunitaria;BOSA;CL 88 I BIS No. 54 A - 6 SUR;7;Participación y educación ambiental;Educación ambiental;PE002;HADER REYES;874.390.419.957;103.545.995.589
4.615.363;-74.211.615;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 88 A SUR No. 86 A - 11;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;851.169.437.001;102.116.999.733
4.637.177;-74.182.905;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 49 D SUR No. 92 A - 34;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;883.040.301.125;104.529.962.678
4.613.195;-74.194.606;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 63 SUR No. 81 G - 02;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;87.005.017.373;101.877.013.323
4.611.486;-74.202.777;;Point;Necesidad de procesos de participación ciudadana en el territorio;BOSA;CR 80 Q No. 75 - 45 SUR;7;Participación y educación ambiental;Reconocimiento territorial;PR002;HADER REYES;860.979.751.419;101.688.020.303
4.600.405;-74.187.155;;Point;Disposición inadecuada de residuos sólidos;BOSA;CL 66 SUR No. 78 - 2;7;Contaminación;Manejo inadecuado de residuos sólidos;CR004;HADER REYES;878.320.400.658;10.046.205.949
460.881;-74.206.191;;Point;Disposición ilegal de Residuos de Construcción y Demolición;BOSA;CL 77 SUR No. 78 F - 71;7;Contaminación;Manejo inadecuado de residuos sólidos;CR002;HADER REYES;857.189.760.947;101.392.016.664
4.622.261;-74.207.669;;Point;Acumulación de residuos orgánicos e inorgánicos en cuerpo de agua;BOSA;CL 82 SUR No. 89 - 21;7;Estructura ecológica principal y espacios del agua;Contaminación Hídrica;EH001;HADER REYES;855.550.363.301;102.880.057.366
4.605.665;-74.204.001;;Point;Areas que requieren de restauración ecológica;BOSA;DG 73 G SUR No. 78 D - 88;7;Estructura ecológica principal y espacios del agua;Mantenimiento silvicultural;ES001;HADER REYES;859.620.520.247;101.044.078.872
463.612;-7.418.053;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Cr 91 con calle 49 sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;885.676.540.507;104.413.018.181
4.631.027;-7.416.458;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 40B Sur entre Carrera 81K -82B;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;903.381.227.187;103.849.536.449
4.606.172;-7.415.019;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 42 Sur con Carrera 72K;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;919.354.398.433;101.099.910.714
4.656.549;-74.138.619;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Av. Ciudad de Cali con Calle 15A;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;932.198.359.097;106.672.906.914
4.639.724;-74.166.914;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 38 Sur entre Carreras 86 a la 89;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;900.790.696.328;104.811.655.551
4.614.885;-74.175.104;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 55 Sur con Carrera 80A a la Carrera 80G;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;891.698.570.161;102.063.854.455
4.605.319;-74.166.138;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 77H con Calle 49 Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;901.651.021.539;101.005.575.747
4.622.268;-74.126.433;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 68A con Calle 2;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;945.725.759.772;102.880.572.258
4.634.555;-74.162.964;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Diagonal 38 Sur entre Carreras 80 Y 86;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;905.175.123.385;104.239.819.699
4.652.151;-74.141.273;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 12 con Av. Ciudad de Cali hasta Carrera 82A;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;929.252.485.995;106.186.371.878
4.634.753;-74.144.992;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 78 Con Calle 6H;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;925.124.456.279;104.261.702.815
4.639.226;-74.158.243;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Av. Ciudad de Cali con Calle 2;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;910.415.627.016;104.756.542.202
4.607.708;-74.146.618;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 72I con Calle 40 Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;923.319.558.295;101.269.830.706
4.622.744;-74.163.067;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 80 entre Calles 42 Sur a la 45 Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;905.060.487.823;102.933.219.559
4.631.394;-74.163.773;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 82  entre Diagonal 38 Sur a la Calle 40 Bis Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;90.427.703.005;103.890.133.872
4.616.669;-74.178.279;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 81A con Calle 56 Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;888.174.237.301;102.261.225.591
461.031;-74.142.186;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 72H Con Calle 38 Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;928.239.347.488;101.557.680.175
4.615.401;-74.176.666;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 80G entre Calles 55 y 56 Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;889.964.690.306;102.120.944.444
4.651.491;-74.175.625;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 38 Sur de Carrera  89  a Carrera 101;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;891.121.889.708;106.113.422.849
4.599.409;-74.136.677;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 39 Sur de la Carrera 68A a la Carrera  68B;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;934.354.839.542;100.351.756.159
4.635.105;-74.156.233;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 5A Sur De Carrera 80 a Carrera 81 y Carrera 81 de Calle 5A Sur a Calle 1;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;912.646.696.587;104.300.650.151
4.596.607;-74.151.187;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 57D Sur entre Carrera 62B a la Carrera 62F (se traslado a la Autopista Sur);8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;918.247.593.416;100.041.777.168
4.626.763;-74.158.969;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 38C Sur con Carrera 80;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;909.609.515.028;103.377.815.049
464.484;-7.414.286;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 80 con Calle 10;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;927.490.965.845;105.377.585.672
4.605.275;-74.167.516;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Calle 51A Sur de Carrera 77H a Carrera 77K Bis;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;900.121.345.686;101.000.712.556
4.647.093;-74.135.642;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 78 de Calle 12A Calle 11C;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;935.502.957.319;105.626.833.853
4.641.796;-74.164.341;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 89 de Calle 33 Bis Sur  a Calle 38 Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;903.646.822.324;105.040.864.452
4.599.893;-74.136.258;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 68A con Calle 38H Bis Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;934.819.954.324;100.405.299.622
4.606.281;-74.139.959;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 68I con Calle 38D Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;930.711.494.162;101.111.971.325
4.643.632;-74.162.077;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 89 entre Calle 2  y Calle 2A;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;906.159.933.312;105.243.967.459
4.610.196;-74.151.884;;Point;Disposición inadecuada de residuos sólidos;KENNEDY;Carrera 72P con Calle 40H Sur;8;Contaminación;Manejo inadecuado de residuos sólidos;CR004;ADRIÁN HERNÁNDEZ;91.747.397.774;101.545.069.519
